,org/jdom2/Attribute.java,org/jdom2/AttributeList.java,org/jdom2/AttributeType.java,org/jdom2/CDATA.java,org/jdom2/CloneBase.java,org/jdom2/Comment.java,org/jdom2/Content.java,org/jdom2/ContentList.java,org/jdom2/DefaultJDOMFactory.java,org/jdom2/Demo.java,org/jdom2/DescendantIterator.java,org/jdom2/DocType.java,org/jdom2/Document.java,org/jdom2/Element.java,org/jdom2/EntityRef.java,org/jdom2/filter/AbstractFilter.java,org/jdom2/filter/AndFilter.java,org/jdom2/filter/AttributeFilter.java,org/jdom2/filter/ClassFilter.java,org/jdom2/filter/ElementFilter.java,org/jdom2/filter/Filter.java,org/jdom2/filter/Filters.java,org/jdom2/FilterIterator.java,org/jdom2/filter/NegateFilter.java,org/jdom2/filter/OrFilter.java,org/jdom2/filter/PassThroughFilter.java,org/jdom2/filter/TextOnlyFilter.java,org/jdom2/IllegalAddException.java,org/jdom2/IllegalDataException.java,org/jdom2/input/sax/BuilderErrorHandler.java,org/jdom2/input/SAXBuilder.java,org/jdom2/input/sax/DefaultSAXHandlerFactory.java,org/jdom2/input/sax/SAXBuilderEngine.java,org/jdom2/input/sax/SAXEngine.java,org/jdom2/input/sax/SAXHandlerFactory.java,org/jdom2/input/sax/SAXHandler.java,org/jdom2/input/sax/TextBuffer.java,org/jdom2/input/sax/XMLReaderJDOMFactory.java,org/jdom2/input/sax/XMLReaders.java,org/jdom2/internal/ArrayCopy.java,org/jdom2/internal/SystemProperty.java,org/jdom2/JDOMException.java,org/jdom2/JDOMFactory.java,org/jdom2/Namespace.java,org/jdom2/output/EscapeStrategy.java,org/jdom2/output/Format.java,org/jdom2/output/LineSeparator.java,org/jdom2/output/support/AbstractFormattedWalker.java,org/jdom2/output/support/AbstractOutputProcessor.java,org/jdom2/output/support/AbstractXMLOutputProcessor.java,org/jdom2/output/support/FormatStack.java,org/jdom2/output/support/Walker.java,org/jdom2/output/support/WalkerNORMALIZE.java,org/jdom2/output/support/WalkerPRESERVE.java,org/jdom2/output/support/WalkerTRIM_FULL_WHITE.java,org/jdom2/output/support/WalkerTRIM.java,org/jdom2/output/support/XMLOutputProcessor.java,org/jdom2/output/XMLOutputter.java,org/jdom2/Parent.java,org/jdom2/ProcessingInstruction.java,org/jdom2/Text.java,org/jdom2/util/NamespaceStack.java,org/jdom2/Verifier.java
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2,3,2,2,2,4,4,4,5,5,5,4,2,5,2,5,5,6,6,2,2,2,2,2
2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,4,3,2,2,4,5,5,5,6,6,6,6,2,6,2,6,6,7,7,2,2,2,4,5
3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,4,3,2,2,4,5,5,5,6,6,6,5,2,6,2,6,6,7,7,2,2,2,4,4
4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,4,3,2,2,2,5,5,5,6,6,6,5,2,6,2,6,6,7,7,2,2,2,4,2
5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,4,3,2,2,2,5,5,5,6,6,6,6,2,6,2,6,6,7,7,2,2,2,4,5
6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2,4,2,2,2,5,5,4,6,6,6,5,2,6,2,6,6,7,7,2,2,2,2,2
7,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,4,3,3,2,4,5,5,5,6,6,6,5,2,6,2,6,6,7,7,2,2,2,4,4
8,1,1,1,2,2,2,2,3,2,4,5,2,3,6,2,7,7,6,8,4,7,8,5,7,7,7,7,3,2,9,9,9,9,9,9,2,3,9,10,6,11,10,2,6,12,12,11,13,13,12,12,12,13,4,13,13,14,14,3,2,2,6,6
9,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,4,3,2,2,4,5,5,5,6,6,6,5,6,6,2,6,6,7,7,2,2,2,4,4
10,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,4,3,2,2,2,5,5,5,6,6,2,5,2,6,2,6,6,7,7,2,2,2,4,2
11,1,1,1,2,2,2,2,3,2,4,5,2,3,6,2,7,7,1,8,4,7,8,5,7,7,7,7,3,2,9,9,9,9,9,9,2,3,9,10,6,11,10,2,6,12,12,11,13,13,13,12,13,13,4,13,13,14,14,3,2,2,6,6
12,1,1,1,2,2,2,2,3,2,4,5,2,3,6,2,7,7,6,8,4,7,8,5,7,7,7,7,3,2,9,9,9,9,9,9,2,3,9,10,6,11,10,2,6,12,12,11,13,13,13,12,13,13,3,13,13,14,14,3,2,2,6,6
13,1,1,1,2,2,2,2,3,2,4,5,2,3,6,2,7,7,6,8,4,7,8,5,7,7,7,7,2,2,9,9,9,9,9,9,2,3,9,10,6,9,10,2,6,11,11,11,12,12,12,11,12,12,5,12,12,13,13,7,2,2,6,2
